20160807	RTS37	Q0	761714463250653184	1	6.252702	runtag
20160807	RTS37	Q0	762039949591842816	2	4.303405	runtag
20160807	RTS37	Q0	762369747740610560	3	3.424746	runtag
20160807	RTS37	Q0	762004553877233668	4	3.424746	runtag
20160807	RTS37	Q0	761419540748042240	5	3.2653673	runtag
20160807	RTS37	Q0	762068290512490497	6	2.7074995	runtag
20160807	RTS37	Q0	760428007278260224	7	2.7074995	runtag
20160807	RTS37	Q0	762410931599138816	8	2.552655	runtag
20160807	RTS37	Q0	761559244625838084	9	2.484572	runtag
20160807	RTS37	Q0	761801499227938816	10	2.484572	runtag
20160807	RTS37	Q0	761559244625838084	11	2.484572	runtag
20160807	RTS1	Q0	761247045806088192	1	6.980587	runtag
20160807	RTS1	Q0	761715620853325824	2	4.030244	runtag
20160807	RTS1	Q0	761265601398513664	3	3.4902935	runtag
20160807	RTS1	Q0	761953706350743552	4	3.2906802	runtag
20160807	RTS40	Q0	761190384932380672	1	4.012155	runtag
20160807	RTS15	Q0	761005562939277312	1	4.148593	runtag
20160807	RTS19	Q0	760906468308742144	1	15.35273	runtag
20160807	RTS19	Q0	761304260302737408	2	7.801711	runtag
20160807	RTS19	Q0	761375815108001794	3	7.7091675	runtag
20160807	RTS19	Q0	760588170975117313	4	7.594792	runtag
20160807	RTS19	Q0	761662332208545792	5	7.4239616	runtag
20160807	RTS19	Q0	760293311416524800	6	7.4239616	runtag
20160807	RTS19	Q0	760267143141265408	7	7.3378677	runtag
20160807	RTS19	Q0	761019584493203456	8	7.1746473	runtag
20160807	RTS19	Q0	760512891606867968	9	6.1042395	runtag
20160807	RTS19	Q0	760642898232619008	10	6.070368	runtag
20160807	RTS19	Q0	761727570446520320	11	5.588298	runtag
20160807	RTS19	Q0	761668502059114496	12	5.553873	runtag
20160807	RTS19	Q0	761092041107382276	13	5.5528316	runtag
20160807	RTS19	Q0	761549622896721920	14	5.5166426	runtag
20160807	RTS19	Q0	761586423719919617	15	5.48256	runtag
20160807	RTS19	Q0	762123667929124864	16	5.422231	runtag
20160807	RTS19	Q0	762329436263944192	17	5.4017844	runtag
20160807	RTS19	Q0	761485689103978496	18	5.3378615	runtag
20160807	RTS19	Q0	760527206753767424	19	5.2273774	runtag
20160807	RTS19	Q0	760600397379543041	20	5.2273774	runtag
20160807	RTS19	Q0	762359220029104128	21	5.1791773	runtag
20160807	RTS19	Q0	760972281124229121	22	5.1791773	runtag
20160807	RTS19	Q0	761461173426515968	23	4.9564347	runtag
20160807	RTS19	Q0	760963305309663232	24	4.945264	runtag
20160807	RTS19	Q0	760508227524055040	25	4.945264	runtag
20160807	RTS19	Q0	761980457592492034	26	4.8999486	runtag
20160807	RTS19	Q0	760804945184579584	27	4.8496284	runtag
20160807	RTS19	Q0	762414287059025921	28	4.8044276	runtag
20160807	RTS19	Q0	761311977805406208	29	4.7080417	runtag
20160807	RTS19	Q0	761577938634539008	30	4.6369762	runtag
20160807	RTS19	Q0	760813287659495424	31	4.60913	runtag
20160807	RTS19	Q0	762299463775952896	32	4.428813	runtag
20160807	RTS19	Q0	762265041127215108	33	4.011773	runtag
20160807	RTS10	Q0	761868918487150592	1	5.6334624	runtag
20160807	RTS28	Q0	760694723082391554	1	7.16052	runtag
20160807	RTS28	Q0	760469329544568832	2	6.0852723	runtag
20160807	RTS28	Q0	760472643078385664	3	5.922969	runtag
20160807	RTS39	Q0	760770992281161728	1	4.821268	runtag
20160807	RTS39	Q0	761087817422254080	2	4.821268	runtag
20160807	RTS39	Q0	760770992281161728	3	4.821268	runtag
20160807	RTS39	Q0	760784888005922816	4	4.074715	runtag
20160807	RTS39	Q0	760915267983736832	5	4.074715	runtag
20160807	RTS39	Q0	760784888005922816	6	4.074715	runtag
20160807	RTS39	Q0	760915267983736832	7	4.074715	runtag
20160807	RTS21	Q0	760417613784702976	1	5.4854317	runtag
20160807	RTS31	Q0	760671427896942592	1	7.8191996	runtag
20160807	RTS31	Q0	762394183755640833	2	4.6452966	runtag
20160807	RTS31	Q0	760680491808808966	3	4.6452966	runtag
20160807	RTS31	Q0	760682391832662016	4	4.6452966	runtag
20160807	RTS31	Q0	760664595384020992	5	4.6452966	runtag
20160807	RTS31	Q0	760680491808808966	6	4.6452966	runtag
20160807	RTS31	Q0	760682391832662016	7	4.6452966	runtag
20160807	RTS31	Q0	760664595384020992	8	4.6452966	runtag
20160807	RTS31	Q0	762292115359629312	9	4.514417	runtag
20160807	RTS31	Q0	761843018638856193	10	4.514417	runtag
20160807	RTS31	Q0	760881575127048192	11	4.514417	runtag
20160807	RTS31	Q0	760849312553267200	12	4.514417	runtag
20160807	RTS31	Q0	760859546646642688	13	4.514417	runtag
20160807	RTS31	Q0	760972155328823296	14	4.514417	runtag
20160807	RTS31	Q0	760634354456375297	15	4.514417	runtag
20160807	RTS31	Q0	760668106033287168	16	4.514417	runtag
20160807	RTS31	Q0	760881575127048192	17	4.514417	runtag
20160807	RTS31	Q0	760849312553267200	18	4.514417	runtag
20160807	RTS31	Q0	760859546646642688	19	4.514417	runtag
20160807	RTS31	Q0	760972155328823296	20	4.514417	runtag
20160807	RTS31	Q0	760634354456375297	21	4.514417	runtag
20160807	RTS31	Q0	760668106033287168	22	4.514417	runtag
20160807	RTS31	Q0	760583259453468672	23	4.514417	runtag
20160807	RTS31	Q0	760543543559675904	24	4.514417	runtag
20160807	RTS31	Q0	760543791023591425	25	4.514417	runtag
20160807	RTS31	Q0	760560912172519424	26	4.514417	runtag
20160807	RTS31	Q0	760484869445038080	27	4.514417	runtag
20160818	RTS37	Q0	761714463250653184	1	6.316822	runtag
20160818	RTS1	Q0	761247045806088192	1	11.813902	runtag
20160818	RTS1	Q0	761715620853325824	2	4.303675	runtag
20160818	RTS1	Q0	761265601398513664	3	3.7270923	runtag
20160818	RTS1	Q0	761953706350743552	4	3.5139363	runtag
20160818	RTS40	Q0	761190384932380672	1	4.090207	runtag
20160818	RTS15	Q0	761005562939277312	1	4.254445	runtag
20160818	RTS19	Q0	762450924283449344	1	9.388826	runtag
20160818	RTS19	Q0	763766299960815616	2	8.563459	runtag
20160818	RTS19	Q0	760906468308742144	3	8.214293	runtag
20160818	RTS19	Q0	761304260302737408	4	8.158891	runtag
20160818	RTS19	Q0	761375815108001794	5	8.061514	runtag
20160818	RTS10	Q0	762609003423633408	1	7.584917	runtag
20160818	RTS28	Q0	760694723082391554	1	7.544382	runtag
20160818	RTS28	Q0	760469329544568832	2	6.411492	runtag
20160818	RTS28	Q0	760472643078385664	3	6.240488	runtag
20160818	RTS39	Q0	760770992281161728	1	5.1317973	runtag
20160818	RTS39	Q0	761087817422254080	2	5.1317973	runtag
20160818	RTS39	Q0	760770992281161728	3	5.1317973	runtag
20160818	RTS39	Q0	761087817422254080	4	5.1317973	runtag
